MARIGOLD,Living Thing
ON MY WAY HOME,Phrase
JURY BOX,Place
QUICK PACE,Thing
ROUGH ROADS,Things
JOTTING DOWN IDEAS,What Are You Doing?
SIMMER DOWN,Phrase
GOODNESS GRACIOUS,Phrase
WORDS OF LOVE,Things
LOBSTER TAIL,Thing
IT WAS A HUGE CROWD,Phrase
A PIPE,Thing
BIRTHDAY BASH,Event
FILLING MY QUOTA,What Are You Doing?
KINGS AND DUKES,People
IMPROVISING,What Are You Doing?
NEWBORN FAWN,Living Thing
PORCH AWNING,Thing
IN VOGUE,Phrase
PACIFIC HALIBUT,Living Thing
DOVES AND OWLS,Living Things
HOWDY FOLKS,Phrase
HIDEAWAY BED,Around the House
WEIGH THE ODDS,Phrase
PAYING IT FORWARD,What Are You Doing?
SOFT WHISPER,Thing
FRYING PAN,Thing
JIM BELUSHI,Proper Name
PHILANTHROPIC ORGANIZATION,Thing
FIRE ESCAPE,Thing
LIGHT AND FLUFFY,Phrase
I JUST MIGHT,Phrase
BUDDIES,People
FUSE BOX,Around the House
AIRPORT,Place
PURE HOGWASH,Phrase
HANDPICKED APPLE,Food & Drink
INGENIOUS INVENTION,Thing
FIGHT SONG,Thing
DELICIOUS FIGS,Food & Drink
UPLOADING VIDEOS,What Are You Doing?
HEAVY-HANDED,Phrase
I'M HIP TO IT,Phrase
PARADING AROUND,What Are You Doing?
BUMPY ROAD,Thing
I'LL FAKE IT,Phrase
MAHOGANY DESK,Around the House
FUMBLE,Event
BACKFLIP,Thing
GOOD TO KNOW,Phrase
BOOST MY EGO,Phrase
MILKMAN,Occupation
I CAN'T KNOCK IT,Phrase
HOLIDAY BASHES,Events
TAKING FLIGHT,Event
BODY SHOP,Place
BABY CRIB,Thing
CLOUD OF SMOKE,Thing
JUST WING IT,Phrase
SAPPHIRE,Thing
RAZOR SHARP,Phrase
OUT OF BOUNDS,Phrase
GEM,Thing
WAVE THE FLAG,Phrase
MARIGOLD,Thing
THIS IS MY FINAL OFFER,Phrase
VEGGIE PIZZA,Food & Drink
HEAVEN FORBID,Phrase
MUFFIN TOPS,Food & Drink
YOU MARK MY WORDS,Phrase
UPBEAT VIBE,Thing
LOCKER ROOM,Place
THE SPIRIT OF ST LOUIS,Title
WHITE GRAVY,Food & Drink
BANJO PLAYER,Show Biz
SWAMP,Place
MIXING BOWL,In the Kitchen
BLABBERMOUTH,Person
RIDING HIGH,Phrase
OFF-THE-CUFF REMARK,Thing
IN A GOOD GROOVE,Phrase
I ADMIRE YOU,Phrase
COLOMBIA,Place
WRAPAROUND PORCH,Place
WORD JUMBLE,Fun & Games
JOINING A BOOK CLUB,What Are You Doing?
I APPRECIATE THE OFFER,Phrase
IT FAILED TO BUDGE,Phrase
BROWSING AROUND,What Are You Doing?
FIFTH GRADER,Person
STOP THE SHOW,Phrase
LAWN MOWER,Thing
PARTIAL ECLIPSE,Event
COAT HOOK,Around the House
GO WITH YOUR FIRST CHOICE,Phrase
OVERACHIEVER,Person
BEING GOOFY,What Are You Doing?
THE ACROPOLIS,Landmark
IT'S UP TO YOU,Phrase
MICROPHONE,Thing
OUT OF SIGHT,Phrase
NARROW-MINDED,Phrase
POWER SOURCE,Thing
MAKING A QUICK BUCK,What Are You Doing?
SPINACH,Thing
HIGH-WIRE ACT,Show Biz
WARLOCK,Fictional Character
JOB APPLICANTS,People
GORILLA,Thing
PUFFY BEANBAG,Around the House
IT WAS BOUND TO HAPPEN,Phrase
OLD FAMILY PHOTOS,Around the House
QUIRKY AUTHOR,Person
GIGGLE,Thing
WOOD GLUE,Thing
TOUR BUS,Thing
BUNNY RABBIT,Thing
SANTIAGO,On the Map
I'M KEEPING IT,Phrase
TUMMY,Thing
HEADACHE,Thing
BY THE WAY,Phrase
THICK FOG,Thing
A LUXURY BOUTIQUE,Place
UP FOR GRABS,Phrase
SPRIG OF HOLLY,Thing
COMFY AND COZY,Phrase
GROUNDHOG,Living Thing
FORCE OF HABIT,Phrase
IT WAS OUT OF VIEW,Phrase
KEVIN SPACEY,Proper Name
PARK GUIDE,Occupation
CHOOSE YOUR OWN PATH,Phrase
WAYNE BRADY,Proper Name
ALWAYS EVOLVING,Phrase
BEAR CUB,Thing
BEEF JERKY,Thing
ON SHAKY GROUND,Phrase
WAITING AROUND,What Are You Doing?
JUST GOOGLE IT,Phrase
PLAYING A PRANK,Event
CHOOSE WISELY,Phrase
FIDDLE AROUND,Phrase
MINIMUM WAGE,Thing
PEOPLE WHO NEED PEOPLE,Quotation
I KNEW IT,Phrase
IMPROVING THE QUALITY,What Are You Doing?
MOVING TO THE CITY,Event
VIDEO,Thing
BELOW THE HORIZON,Phrase
BEEF IT UP,Phrase
BEAUTY PAGEANT,Event
GUITARIST,Person
HEIDI,Title
STAGE-STRUCK,Phrase
BEHAVIOR,Thing
BRAKE FLUID,Thing
CROWDED GYM,Place
GYMNAST,Person
SIBLING,Person
PRIVILEGE,Thing
GOLDEN WAFFLES,Food & Drink
FARGO,Title
JON BON JOVI,Proper Name
KEYBOARD,Thing
JUNIOR PROM,Event
ON MY WAY,Phrase
PLAYFUL FOXHOUND,Living Thing
BEYOND MEASURE,Phrase
HILLTOP,Place
WILDLIFE BIOLOGIST,Occupation
ADVERBS & ADJECTIVES,Things
A TIGHT GRIP,Thing
MUG SHOT,Thing
FRISKY CAT,Living Thing
THE VIEW,Title
ROOMY OFFICE,Place
TWIG,Thing
A CROWDED BOULEVARD,Place
OSHKOSH,On the Map
WITTY REMARK,Thing
CHALKBOARD,Thing
A FAINT HOPE,Thing
WAIST-HIGH,Phrase
KODIAK BEAR,Living Thing
IN THE BACKGROUND,Phrase
PARKING LOT ATTENDANT,Occupation
DON'T QUIBBLE,Phrase
SCRAPBOOK,Around the House
MAKING PEOPLE LAUGH,Fun & Games
SLAPHAPPY,Phrase
ALI BABA,Fictional Character
FINANCIAL EXPERT,Person
GOWN,Thing
FORGIVE ME,Phrase
CALMING VOICE,Thing
WEIGHING THE OPTIONS,What Are You Doing?
PENTHOUSE,Place
PLAID FABRIC,Thing
BRIGHT OUTLOOK,Thing
COME HELP OUT,Phrase
DOWN THE PATH,Phrase
BLIMP,Thing
IT'S ON THE HOUSE,Phrase
LAUGH IT UP,Phrase
HAWKS AND OWLS,Living Things
A PUBLIC OFFICIAL,Person
SCAPEGOAT,Person
BANJO PLAYER,Person
THE GOODYEAR BLIMP,Thing
BOOKKEEPER,Occupation
ADVENTUROUS JOURNEY,Event
QUACKING DUCKS,Living Things
FROZEN VEGGIES,Food & Drink
FINICKY KIDS,People
JOB QUALIFICATIONS,Things
BLOWING A KISS,Event
HUMBLE PIE,Phrase
BUYING BOOKS,Event
QUITE A HAUL,Phrase
PUBLIC WALKWAY,Place
TOOTHPICK,Thing
BOX OFFICE,Place
RIBBON,Thing
BABY'S ROOM,Place
CERAMIC MIXING BOWLS,In the Kitchen
RIGHT ON CUE,Phrase
AMONG FRIENDS,Phrase
BEYOND COMPARE,Phrase
MOBILE DEVICE,Thing
POLICEMAN,Occupation
BUMPER STICKER,Thing
UNIQUE FLAVOR,Thing
AMPHIBIANS,Living Things
HOW FUNNY,Phrase
MAKING A BUDGET,What Are You Doing?
BOX TOP,Thing
TAX & GRATUITY,Things
PAPA SMURF,Fictional Character
OFFICE GOSSIP,Thing
GEORGE LOPEZ,Proper Name
HEAVY-DUTY,Phrase
AFGHAN HOUND,Living Thing
BORA BORA,On the Map
OBEY THE LAW,Phrase
EVALUATING THE WORK,What Are You Doing?
AVERAGE HEIGHT,Phrase
HELPFUL HINTS,Things
BIG BASH,Event
WAISTBAND,Thing
WAY BACK WHEN,Phrase
TAKING BOLD ACTION,What Are You Doing?
BRIEF POWER OUTAGE,Event
CHEW TOY,Thing
HELP YOURSELF,Phrase
OFFICIAL BUSINESS,Thing
POLAR OPPOSITE,Phrase
WARM GOOEY BROWNIES,Food & Drink
SIDEWALK,Place
A GREAT BUY,Phrase
YOGA MAT,Thing
A QUICK BREAK,Event
KITTY,Thing
DISNEY WORLD,Place
ACCUSATION,Thing
BUMPER POOL,Fun & Games
WINDY DAY,Thing
VALLEY FORGE,Place
COMBINED WEIGHT,Thing
HOBBYIST,Person
DRIVING TO WORK,Event
PENNY PINCHER,Person
FUDGE POPSICLE,Food & Drink
YOUNG KOALA,Living Thing
LOWERING THE BOOM,What Are You Doing?
GARLIC BREAD,Food & Drink
HEALTH KICK,Phrase
TAXI STAND,Place
PREVIOUS JOB,Thing
FOOD FIGHT,Event
CUTE KID,Person
SILKWORM,Thing
BEAN BURRITO,Thing
THINK BACK,Phrase
THAT WOULD BE AMAZING,Phrase
I MADE A VOW,Phrase
YOUR BIGGEST FAN,Person
ALL-OUT BLITZ,Thing
COWBOYS,People
RAINBOW,Thing
HYDROGEN,Thing
WIND-UP TOY,Thing
PREFIX,Thing
FAR AND WIDE,Phrase
NICE JOB,Phrase
POKING FUN,Phrase
SILVER WEDDING ANNIVERSARY,Event
AN OUNCE OF GOLD,Thing
HOLIDAY GALA,Event
AMNESIA,Thing
CITY BLOCK,Place
ABOVE AVERAGE,Phrase
BACKGAMMON BOARD,Fun & Games
LOW WHISPER,Thing
I FORGIVE YOU,Phrase
THE WINDS OF WAR,Title
HOT WAX,Thing
HOURLY WAGE,Thing
NO JOKE,Phrase
ABILITY,Thing
EPIC JOURNEY,Event
LUXURY DUPLEX,Place
A BIG HINT,Thing
WHALE,Thing
WAIT FOR IT,Phrase
VIEWING A MOVIE,What Are You Doing?
GUPPIES,Things
DEJA VU,Foreign Words
BUS ROUTE,Thing
IN THE GROOVE,Phrase
PINKY RING,Thing
SAUSAGE,Thing
LAKE HURON,On the Map
WASHABLE WOOL,Thing
GUARDHOUSE,Place
AW SHUCKS,Phrase
A KNOWN FACT,Thing
APPLYING OURSELVES,What Are You Doing?
WAFFLE,Thing
FOREIGN DIGNITARY,Person
GROWN KIDS,People
CIVILIZATION,Thing
HAYSTACK,Thing
A WINK,Thing
IT'S PUZZLING,Phrase
HANDBAG,Thing
APPLY FOR A JOB,Phrase
TRIAL LAWYER,Occupation
FOLK HERO,Person
TIARA,Thing
WORKS LIKE A CHARM,Phrase
RAY OF HOPE,Phrase
GAS GAUGE,Thing
BLINK,Thing
GO QUIETLY,Phrase
SUBWAY TOKEN,Thing
TROPICAL FOREST,Place
BY APPOINTMENT,Phrase
BLUE EYES,Things
YOUNG LOVE,Thing
LIGHTWEIGHT JACKET,Thing
RAW VEGGIES,Food & Drink
I BOUGHT A JACKET,Phrase
IT COULD HAPPEN,Phrase
MEDIA BLITZ,Show Biz
PARTY FAVORS,Things
GRAVY,Thing
HANG BACK,Phrase
BACK POCKET,Thing
TRIVIA QUIZ,Thing
BUST A MOVE,Phrase
HUNCH,Thing
THUMBS UP,Phrase
IN MY COMFORT ZONE,Phrase
GOOD ADVICE,Thing
QUIET BABY,Person
CHECKING MY AVAILABILITY,What Are You Doing?
OUT OF JOINT,Phrase
VIGOROUS ACTIVITY,Thing
HABITS,Things
FORMAT,Thing
POWER WINDOWS,Things
A GROUP OF KIDS,People
BROILED FISH,Food & Drink
AIR PURIFIER,Thing
POLICE UNIFORM,Thing
A WARM GLOW,Thing
I'M OFF DUTY,Phrase
FLIGHT PATH,Thing
COCKPIT,Place
HOCKEY RINK,Place
CAMERA SHY,Phrase
PHASED OUT,Phrase
A FIRM GRIP,Event
ROW ROW ROW YOUR BOAT,Quotation
WILD ABOUT THE IDEA,Phrase
JUDGE AND JURY,People
GEORGE WASHINGTON,Person
WALK IT OFF,Phrase
SOAK IT UP,Phrase
WALK BAREFOOT,Event
GIVE HIM SOME ADVICE,Phrase
BLEACH,Thing
JOIN THE CLUB,Phrase
IN THE BLACK,Phrase
WITHIN THE HOUR,Phrase
POACHED SALMON,Food & Drink
LOUD LAUGHTER,Thing
WISH YOU WERE HERE,Phrase
MASS MEDIA,Thing
HEALTHY APPETIZER,Food & Drink
KENYA,On the Map
A FEW LAUGHS,Phrase
KID STUFF,Phrase
BUBBLING OVER,Phrase
DOG SHOW JUDGE,Person
PIPING HOT GUMBO,Food & Drink
SMOKED GOUDA,Food & Drink
JOIN NOW,Phrase
OUT OF THE BOX,Phrase
COOKING WITH GAS,Phrase
JOIN THE GROUP,Phrase
COMFY HOME,Place
MARK MY WORDS,Phrase
VACUUM-PACKED BAGS,Things
POWDER,Thing
COAT HOOK,Thing
GROWN-UP,Person
THICK HAIR,Thing
QUALIFIED JUDGE,Person
BABY POWDER,Thing
WEALTH OF IDEAS,Phrase
WILD GUESS,Thing
NEVER MIND,Phrase
BLOUSE,Thing
AUDITING,What Are You Doing?
LANDSCAPE,Place
FLIP A COIN,Phrase
GROW UP,Phrase
CIVIL DEFENSE,Thing
BELLHOP,Occupation
JADE,Thing
OFF-DUTY COP,Person
GARLIC BREAD,Thing
SEA OF GALILEE,Place
VACUUM BAGS,Things
OPENING KICKOFF,Fun & Games
INKBLOTS,Things
WAVY HAIR,Thing
SOLEMN VOW,Thing
BABY GROUNDHOGS,Living Things
TEXTBOOK EXAMPLE,Thing
CORKBOARD,Thing
HEAVENLY BODY,Thing
JACKPOT,Thing
BATCH OF BROWNIES,Food & Drink
FARMHOUSE,Place
HE TIPPED ME OFF,Phrase
TV GUIDE,Title
CONSENTING ADULT,Person
COMPANY PROFILE,Thing
JOURNEY BY BOAT,Event
TRIPOLI,On the Map
OPULENT WEDDING,Event
ANIMAL TRAINER,Occupation
I DID IT MY WAY,Song Lyrics
BABY'S BIB,Around the House
COMFY BOOTH,Thing
GOLD NUGGET,Thing
GOOD GUESS,Phrase
FOAMY BEVERAGE,Food & Drink
I'M SKEPTICAL,Phrase
QUIRKY HUMOR,Thing
CHOOSY KIDS,People
ROYAL BANQUET,Event
FRAGILE VASE,Around the House
TAKE THE BAIT,Phrase
POINT OF VIEW,Thing
MY HAPPY PLACE,Phrase
FAMOUS AUTHOR,Person
HUMIDITY,Thing
HEAR HIM OUT,Phrase
JUMP ROPE,Thing
POPULAR OPINION,Thing
I FOUND A WAY,Phrase
FAMOUS COMPOSER,Person
SUMMARY,Thing
WHAT A CRAZY DAY,Phrase
HALIFAX,On the Map
WAIT A WHILE,Phrase
PIKES PEAK,Landmark
A JUBILANT GROUP,People
GLUE STICK,Thing
I GOOFED,Phrase
MAKING WAVES,Phrase
ROUGH PATCH,Thing
WORD OF MOUTH,Phrase
QUICK ON THE DRAW,Phrase
MATHEMATICS,Thing
CAMBRIDGE,On the Map
CHOOSING A MAJOR,What Are You Doing?
WIFE AND KIDS,People
DAILY JOURNAL,Thing
PERFUME,Thing
PUMPKIN,Thing
SKOKIE,On the Map
THAT'S BAFFLING,Phrase
APPROVING NOD,Thing
BUYING TIME,Phrase
GOOEY FUDGE BROWNIE,Food & Drink
FISH BAIT,Thing
AL HIRT,Person
PRAIRIE,Place
SWOOPING DOWN,Phrase
DOC & BASHFUL,Fictional Characters
BABY OIL,Thing
IN A ROUNDABOUT WAY,Phrase
RAISE YOUR VOICE,Phrase
YEARLY BASH,Event
MYTHS,Things
JUICY PEACH,Food & Drink
BOY GENIUS,Person
BUCKLE UP,Phrase
OPEN VAULT,Thing
AWARDS BANQUET,Event
LOADED GIFT CARD,Thing
AN ONGOING EFFORT,Thing
QUIET BOULEVARD,Place
CARL REINER,Person
HARMONICA PLAYER,Person
BIRD'S BEAK,Thing
CASH AWARD,Thing
HEAVY DOWNPOUR,Event
A YOUNG HIPPO,Living Thing
JUDGE'S GAVEL,Thing
I'M ON THE LOOKOUT,Phrase
PACIFIER,Thing
OUT OF VIEW,Phrase
MAKE A WISH,Phrase
NOTHING FAZES YOU,Phrase
CINEMA,Place
BEHIND THE PODIUM,Place
BALL GAME,Event
KEEP PUSHING FORWARD,Phrase
CHICKEN FAJITAS,Things
BROOK,Place
GOING CRAZY,Phrase
POSTING A VIDEO,What Are You Doing?
CAUSE AND EFFECT,Phrase
ZINC,Thing
FISH STICK,Thing
NO-SHOWS,People
NO KIDDING,Phrase
CRISP FUJI APPLE,Food & Drink
GROCERY BAG,Thing
OCEAN LINER,Thing
QUITE A BIT,Phrase
WALKING MY BIKE,What Are You Doing?
APPLYING FOR THE POSITION,What Are You Doing?
HATS OFF TO YOU,Phrase
ENGRAVED INVITATION,Thing
JUST YOU WAIT,Phrase
PLAYPEN,Around the House
FOXES,Living Things
ANTIQUE WATCH,Thing
MUSIC VIDEOS,Things
LOOK ALIVE,Phrase
ALIVE AND KICKING,Phrase
DABBLE IN PHOTOGRAPHY,Phrase
FINAL EXAM,Thing
GRAPE JUICE,Food & Drink
GEORGE BURNS,Person
DOUBLE BOILER,In the Kitchen
HIGH BIDDERS,People
PATIO,Place
EXIT POLL,Thing
PLAINTIFF,Person
BIKE,Thing
PUBLIC FIGURE,Person
LIVING ABROAD,Phrase
OVER YONDER,Phrase
DIE HARD,Title
A GOOD VALUE,Thing
BUYING A HOME,Event
DRAWING A BLANK,What Are You Doing?
SALAD FORK,Thing
BICYCLE,Thing
BASKET OF GOODIES,Thing
OPINION,Thing
HIGH PRAISE,Thing
JUST SAY THE WORD,Phrase
A QUIET MOMENT,Thing
FAVORITE MUG,Thing
SNOWFLAKE,Thing
QUIRKY PERSONALITY,Thing
JUST BROWSING,Phrase
BY THE HOUR,Phrase
PILOT,Occupation
MEDICAL BREAKTHROUGH,Event
ACING A POP QUIZ,What Are You Doing?
MAGICIAN,Show Biz
JAZZ FESTIVAL,Event
BARBIE,Fictional Character
VINTAGE HANDBAG,Thing
HEART AND SOUL,Title
HIT THE SACK,Phrase
BANK BRANCH,Place
BOWLING ALLEY,Place
FIGURE IT OUT,Phrase
SIDEKICK,Person
WORKING FROM HOME,What Are You Doing?
GLAZED POTS,Things
CHIMNEY,Thing
GATHER YOUR WITS,Phrase
PROBLEM,Thing
CHAMPIONS,People
LIGHT APPETIZER,Food & Drink
FLUFFY HARE,Living Thing
SKYCAP,Occupation
A WAY WITH WORDS,Phrase
OBOE,Thing
IN FULL SWING,Phrase
GLACIER BAY,On the Map
DOGGY DISH,Thing
GUTSY CHOICE,Thing
KEY WORD,Thing
FOGGY NIGHT,Event
CHARITY AUCTION,Event
DUFFEL BAG,Thing
BACKYARD SWING SET,Fun & Games
MEMORIES,Things
A UNIQUE VOICE,Thing
DEBUTANTE,Person
QUIZ SHOW,Thing
FAR BEHIND,Phrase
LIMA PERU,Place
JACKIE MASON,Person
THAT WAS FUNNY,Phrase
CASHEW,Thing
SKI SEASON,Thing
WARM JACKET,What Are You Wearing?
EXCHANGING VOWS,What Are You Doing?
SKI CHALET,Place
PUMPKIN PATCH,Place
POWER OUTAGES,Events
MOTIVATING MYSELF,What Are You Doing?
WALKING MY DOG,What Are You Doing?
BARGAINING CHIP,Thing
CUB SCOUT,Person
BEAMING WITH PRIDE,What Are You Doing?
POGO STICK,Thing
ZIP YOUR LIP,Rhyme Time
PAGEANT COMPETITOR,Person
HUGE FACILITY,Place
BODYBUILDING,Thing
KAYAKING,Fun & Games
I'M BLUSHING,Phrase
QUAINT FAMILY FARM,Place
GIFT OF GAB,Phrase
HIGHLY GIFTED,Phrase
TICKET STUB,Thing
HEROIC EFFORT,Phrase
ON THE HIGHWAY,Phrase
UP IN SMOKE,Phrase
UPS AND DOWNS,Phrase
EGYPT,Place
DOORJAMB,Thing
PEPPERMINT,Thing
HIGHEST QUALITY,Phrase
BUTCHER PAPER,In the Kitchen
PURE COINCIDENCE,Phrase
YOUTHFUL COMPLEXION,Thing
MOVING FAR AWAY,What Are You Doing?
YOU'RE WITTY,Phrase
BAKING A PIE,What Are You Doing?
FEAR OF HEIGHTS,Thing
APPOINTMENT BOOK,Thing
OUT ON THE PATIO,Phrase
OUT OF PLACE,Phrase
KEEP IT HUSH-HUSH,Phrase
AFTERTHOUGHT,Thing
FABULOUS SHINDIG,Event
TEAMWORK,Thing
DOODLE,Thing
BIOGRAPHER,Person
BLANK PAGE,Thing
BOROUGH,Place
GOOD-LOOKING,Phrase
DYNAMIC VOICE,Thing
SPAIN,Place
LASAGNA,Thing
OLD VINYL ALBUMS,Around the House
WRAPPING IT UP,What Are You Doing?
HOT ITEM,Thing
MINUTE STEAK,Thing
PROVING GROUND,Place
SAVORY PIES AND CAKES,Food & Drink
MOVING AROUND,What Are You Doing?
WAX PAPER,Around the House
IT WILL GROW ON YOU,Phrase
FLICKERING BULB,Thing
HIPPOS AND GIRAFFES,Living Things
HAWAII,Place
CUTE AND FUZZY,Phrase
PICNIC BASKET,Thing
LOW PRICES,Things
JOINING A CLUB,What Are You Doing?
HEADWAITER,Occupation
SEAFOOD GUMBO,Food & Drink
CRAZY EIGHTS,Fun & Games
PAYING DUES,Phrase
BULKY PACKAGE,Thing
CHOIR,People
QUICK STUDY,Person
OFFBEAT IDEA,Thing
PAVE THE WAY,Phrase
GIVE A HOOT,Phrase
IT'S YOUR MOVE,Phrase
PAYING THE FARE,What Are You Doing?
KID BROTHER,Person
TOM SAWYER,Fictional Character
BUSY AS A BEE,Phrase
WEB BROWSER,Thing
BOTH OF US,Phrase
NEAT AS A PIN,Phrase
GOING BY THE BOOK,Phrase
GAS STATION,Place
CHOPPING WOOD,Event
FUZZY PAJAMAS,What Are You Wearing?
FOGHORN,Thing
BANKING HOURS,Thing
HIGH-TECH GADGETS,Things
KARAOKE PARTY,Fun & Games
A RHYME,Thing
STRIPED AWNING,Thing
ADMISSION PRICE,Thing
CUBED HAM,Food & Drink
OUT OF SYNC,Phrase
GEMINIS,People
HAIR BRAID,Thing
DEEJAY,Slang
DIGITAL WATCH,Thing
I APPROVE,Phrase
GOLF PRO,Person
DOCKS AND PIERS,Places
VIVID DREAM,Thing
HOLD THE MAYO,Phrase
HOME VIEWERS,People
SKIN,Thing
RAZOR-SHARP,Phrase
COMPLETE OVERHAUL,Thing
PIPING HOT CIDER,Food & Drink
DOUBLE VISION,Thing
PHOTOCOPY,Thing
A SKIMPY BIKINI,Thing
CLUBHOUSE,Place
AUTOGRAPHED COPY,Thing
OUR HANGOUT,Place
YOU SHOULD BE PROUD,Phrase
QUART OF ALMOND MILK,Food & Drink
HISTORIC FLIGHT,Event
I AM VERY OPTIMISTIC,Phrase
SMART ALECK,Person
JUNEAU ALASKA,Place
VIDEOTAPE,Thing
A DAISY,Living Thing
WIGGLE AROUND,Phrase
FATHER FIGURE,Person
KEY CHAIN,Thing
PUBLIC LIBRARY,Place
POST NO BILLS,Phrase
MASHED POTATOES,Things
BOUNTIFUL HARVEST,Thing
UNBEATABLE COMBINATION,Phrase
KOBE BRYANT,Proper Name
HAPPY FACES,Things
VERY HEAVY DOWNPOUR,Event
COLESLAW,Thing
CHAPEL,Place
YOGA APPAREL,What Are You Wearing?
PUT YOUR FOOT DOWN,Phrase
BIOGRAPHY,Thing
FINANCIAL BACKER,Person
EGYPTIAN PHARAOHS,People
FASHION MOGUL,Person
THAT'S MY POINT,Phrase
MEDIA HYPE,Show Biz
KNOW THE ROPES,Phrase
GRANDMA,Person
BY YOUR SIDE,Phrase
KARAOKE MACHINE,Thing
BACKPACK,Thing
SKETCHPAD,Thing
I'M OFF THE HOOK,Phrase
FAMILY ROOM,Place
BAYWATCH,Title
WARMING UP MY VOICE,What Are You Doing?
THE BLAHS,Slang
BRIDGE THE GAP,Phrase
BLACK PUMPS,What Are You Wearing?
BULLFROG,Thing
TAMPA FLORIDA,Place
BACKYARD,Place
BIDDING WAR,Thing
OUTDOOR FESTIVAL,Event
HIGH-TECH,Phrase
SHAKE OFF THE COBWEBS,Phrase
CHILI,Thing
FIVE-STAR GENERAL,Person
DOCKING A BOAT,What Are You Doing?
PONY,Thing
ANNOYING BUZZER,Thing
DISCIPLINED APPROACH,Thing
BREAD DOUGH,Thing
WELCOME MAT,Thing
FOIL AND PLASTIC WRAP,In the Kitchen
SURFBOARD,Thing
SOUP SPOON,Thing
BRUSH,Thing
BABY'S BREATH,Living Thing
TIGHT GRASP,Thing
DOUBLE AGENT,Person
FAMILY VALUES,Things
COHORTS,People
MAJOR BLIZZARD,Event
GO WILD,Phrase
SEVERANCE PAY,Thing
CRY WOLF,Phrase
LAVA,Thing
BANGOR,On the Map
WIVES,People
BALL GOWN,Thing
PACKING MY CLOTHES,What Are You Doing?
KISS ME KATE,Title
SIDE EFFECTS,Things
MUSEUM WING,Place
JACK OF DIAMONDS,Fun & Games
AT A FEVER PITCH,Phrase
BEYOND A DOUBT,Phrase
DOWNRIGHT HILARIOUS,Phrase
YARDSTICK,Thing
FARGO,On the Map
HAVE FAITH,Phrase
GRAPH,Thing
SCREWDRIVER,Thing
QUIET NEIGHBORS,People
KIND OF WEIRD,Phrase
BLACK GOWN,Thing
SOPHOMORE YEAR,Event
VIPER,Thing
FLYING FISH,Living Things
OPEN DAILY,Phrase
IT MIGHT BE USEFUL,Phrase
BLOW OVER,Phrase
TAFFY,Thing
HOW KIND,Phrase
HOPES AND AMBITIONS,Things
PSYCHIC ABILITY,Thing
FOREVER YOUNG,Phrase
ITALIAN BAKERY,Place
GROUP PHOTO,Thing
DON'T HOLD BACK,Phrase
VAMPIRE MOVIE,Show Biz
VIEWING A VIDEO,What Are You Doing?
VINTAGE BOUTIQUE,Place
RUBIES,Things
PRIVATE COURTYARD,Place
PAY YOUR DUES,Phrase
MY WORKSPACE,Place
PRIME RIB OF BEEF,Thing
FLYING DOWN TO RIO,Title
AUGUSTA,On the Map
IT'S POURING,Phrase
HAZY SKIES,Things
DONKEY,Thing
BROWSING THE AISLES,What Are You Doing?
DRIED PAPAYA,Food & Drink
THE BIG CHILL,Title
MY BIG CHANCE,Phrase
BUYING A NEW JOURNAL,What Are You Doing?
THE NATIONAL ANTHEM,Thing
I WON THE GAME,Phrase
BIKE LOCK,Thing
RELAY RACE,Event
JUNGLE HIDEAWAY,Place
CHICKEN BROTH,Thing
TV JUDGE,Show Biz
AN OLD MYTH,Thing
HAVE FUN,Phrase
TOTAL RECALL,Phrase
WORKS LIKE MAGIC,Phrase
KICKING BACK,Phrase
PASS THE BUCK,Phrase
KETCHUP,Food & Drink
AGAIN AND AGAIN,Phrase
FUZZY EARMUFFS,Things
BUBBLE BATH,Thing
SOARING HAWK,Living Thing
ABOVE THE FRAY,Phrase
HANDPICKED AVOCADO,Food & Drink
FAMILY VIDEO,Thing
KEEP ME COMPANY,Phrase
TWO OF A KIND,Phrase
DIVIDED HIGHWAY,Place
PROBLEM SOLVED,Phrase
BRIGHT AND BUBBLY,Phrase
MY FAVORITE HANGOUT,Place
CHARISMA,Thing
WARM GRIDDLE,In the Kitchen
EBB AND FLOW,Phrase
IGUANA,Living Thing
ELEPHANT TUSK,Thing
OVERDOING IT,Phrase
HEAVY-DUTY EQUIPMENT,Thing
HISTORY BUFF,Person
DOWNRIGHT HYSTERICAL,Phrase
MEDIA GURU,Person
BAMBOO GROVE,Place
PAY IT FORWARD,Phrase
JOGGING PATH,Place
WINDOW BOXES,Around the House
POTHOLDER,Thing
JOCKEY,Occupation
OFFBEAT MOVIE,Show Biz
ODDS AND ENDS,Things
OLYMPIAN,Person
CHESS PAWN,Thing
BOYISH CHARM,Phrase
NOT TOO SHABBY,Phrase
FIRST GLIMPSE,Thing
CHEWY JERKY,Food & Drink
QUILTED HANDBAG,Thing
A GUTSY MOVE,Phrase
DICE,Things
THE RED BADGE OF COURAGE,Title
LEAPFROG,Event
LAY IT ON THICK,Phrase
I'M VERY PICKY,Phrase
PHYSICAL ACTIVITY,Thing
A BIRDHOUSE,Thing
THE PLOT THICKENS,Phrase
HYPHEN,Thing
BIG VOCABULARY,Thing
MIAMI VICE,Classic TV
I TOOK A QUICK JAUNT,Phrase
NICKNAME,Thing
BIG TIPPER,Person
BABOON,Living Thing
MUFFIN PAN,Around the House
HOCKEY LEAGUE,Thing
CHECKERED PAST,Phrase
EX-WIFE,Person
